shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
green_1,33.733327,73.152062,7,1.327
green_1,33.73286,73.150858,8,1.45
green_1,33.729531,73.144945,9,2.11
green_1,33.727047,73.140971,10,2.57
green_1,33.725185,73.138453,11,2.882
green_1,33.72263,73.13554,12,3.273
green_1,33.721659,73.134558,13,3.414
green_1,33.721125,73.133664,14,3.516
green_1,33.720903,73.131905,15,3.681
green_1,33.720646,73.130158,16,3.845
green_1,33.720146,73.128118,17,4.042
green_1,33.719092,73.125938,18,4.275
green_1,33.718599,73.124829,19,4.391
green_1,33.718821,73.120016,20,4.837
green_1,33.719437,73.118492,21,4.994
green_1,33.719905,73.11761,22,5.09
green_1,33.720185,73.116835,23,5.169
green_1,33.719968,73.1154,24,5.303
green_1,33.719965,73.115344,25,5.309
green_1,33.706369,73.089449,26,8.141
green_1,33.706055,73.089036,27,8.193
green_1,33.705825,73.088798,28,8.226
green_1,33.705714,73.088496,29,8.257
green_1,33.705576,73.088199,30,8.288
green_1,33.705173,73.087675,31,8.355
green_1,33.705166,73.087668,32,8.356
green_1,33.704701,73.087123,33,8.428
green_1,33.703851,73.085367,34,8.616
green_1,33.701414,73.080721,35,9.124
green_1,33.700787,73.079069,36,9.292
green_1,33.700555,73.0785,37,9.35
green_1,33.700319,73.07832,38,9.381
green_1,33.700181,73.078034,39,9.412
green_1,33.700105,73.077521,40,9.46
green_1,33.699187,73.075792,41,9.65
green_1,33.695926,73.069416,42,10.342
green_1,33.69356,73.06502,43,10.827
green_1,33.693066,73.064146,44,10.924
green_1,33.692806,73.063969,45,10.958
green_1,33.692366,73.06374,46,11.011
green_1,33.691957,73.063865,47,11.058
green_1,33.691635,73.064064,48,11.098
green_1,33.691448,73.064586,49,11.151
green_1,33.691441,73.064969,50,11.186
green_1,33.691608,73.065363,51,11.227
green_1,33.691883,73.065637,52,11.267
green_1,33.692332,73.065753,53,11.318
green_1,33.692899,73.065698,54,11.381
green_1,33.693574,73.065236,55,11.468
green_1,33.697167,73.062487,56,11.941
green_1,33.707455,73.054675,57,13.294
green_1,33.707549,73.054449,58,13.318
green_1,33.707413,73.054258,59,13.341
green_1,33.707206,73.054278,60,13.364
green_1,33.707096,73.054345,61,13.378
green_1,33.706504,73.054761,62,13.454
green_1,33.706325,73.054867,63,13.476
green_1,33.706294,73.054782,64,13.485
green_1,33.706381,73.054715,65,13.496
green_1,33.706963,73.054278,66,13.573
green_1,33.706969,73.054263,67,13.574
green_1,33.706906,73.054007,68,13.599
green_1,33.705871,73.051983,69,13.819
orange2_0,33.632119,72.944139,1,0
orange2_0,33.632325,72.943267,2,0.084
orange2_0,33.632527,72.942035,3,0.2
orange2_0,33.63233,72.940594,4,0.335
orange2_0,33.632049,72.939605,5,0.432
orange2_0,33.631458,72.938521,6,0.552
orange2_0,33.629889,72.936444,7,0.812
orange2_0,33.62782,72.933836,8,1.145
orange2_0,33.625863,72.930922,9,1.492
orange2_0,33.625392,72.930087,10,1.585
orange2_0,33.624506,72.928796,11,1.74
orange2_0,33.622205,72.925999,12,2.104
orange2_0,33.620026,72.922932,13,2.477
orange2_0,33.618632,72.920371,14,2.761
orange2_0,33.61713,72.916811,15,3.13
orange2_0,33.615666,72.912305,16,3.578
orange2_0,33.614366,72.90886,17,3.928
orange2_0,33.612729,72.905291,18,4.306
orange2_0,33.608775,72.898761,19,5.053
orange2_0,33.605846,72.894109,20,5.593
orange2_0,33.603673,72.890451,21,6.01
orange2_0,33.602687,72.888074,22,6.256
orange2_0,33.601637,72.885429,23,6.527
orange2_0,33.600276,72.882703,24,6.821
orange2_0,33.599492,72.881536,25,6.96
orange2_0,33.598469,72.88046,26,7.111
orange2_0,33.597095,72.879395,27,7.293
orange2_0,33.595303,72.87845,28,7.511
orange2_0,33.594191,72.877738,29,7.651
orange2_0,33.593096,72.87668,30,7.807
orange2_0,33.592238,72.875141,31,7.979
orange2_0,33.590999,72.872621,32,8.25
orange2_0,33.590714,72.872122,33,8.306
orange2_0,33.59033,72.871842,34,8.356
orange2_0,33.589982,72.871636,35,8.399
orange2_0,33.589647,72.871304,36,8.447
orange2_0,33.589136,72.870345,37,8.553
orange2_0,33.589013,72.869917,38,8.595
orange2_0,33.58902,72.86936,39,8.646
orange2_0,33.589019,72.868662,40,8.711
orange2_0,33.588849,72.868074,41,8.769
orange2_0,33.587112,72.864916,42,9.119
orange2_0,33.585928,72.862651,43,9.367
orange2_0,33.585389,72.861696,44,9.474
orange2_0,33.584407,72.860193,45,9.651
orange2_0,33.583596,72.859124,46,9.785
orange2_0,33.583242,72.858719,47,9.839
orange2_0,33.582882,72.858414,48,9.888
orange2_0,33.582424,72.858085,49,9.947
orange2_0,33.581715,72.857758,50,10.032
orange2_0,33.58064,72.85761,51,10.152
orange2_0,33.579926,72.857682,52,10.232
orange2_0,33.579578,72.857795,53,10.272
orange2_0,33.579099,72.857953,54,10.327
orange2_0,33.578006,72.858705,55,10.467
orange2_0,33.576073,72.860191,56,10.722
orange2_0,33.569589,72.865103,57,11.575
orange2_0,33.568482,72.866002,58,11.724
orange2_0,33.566108,72.867772,59,12.034
orange2_0,33.5631,72.870132,60,12.434
orange2_0,33.562303,72.870683,61,12.536
orange2_0,33.561526,72.871029,62,12.628
orange2_0,33.560726,72.871221,63,12.719
orange2_0,33.559953,72.87126,64,12.805
orange2_0,33.559455,72.871156,65,12.861
orange2_0,33.558621,72.870915,66,12.957
orange2_0,33.558115,72.870644,67,13.018
orange2_0,33.557328,72.870108,68,13.119
orange2_0,33.556602,72.869393,69,13.223
orange2_0,33.555999,72.868537,70,13.327
orange2_0,33.555663,72.867922,71,13.395
orange2_0,33.555405,72.86732,72,13.458
orange2_0,33.555052,72.866194,73,13.57
orange2_0,33.55487,72.865334,74,13.652
orange2_0,33.554763,72.864519,75,13.728
orange2_0,33.554812,72.863105,76,13.859
orange2_0,33.55487,72.862622,77,13.905
orange2_0,33.555089,72.861752,78,13.989
orange2_0,33.555204,72.861267,79,14.036
orange2_0,33.555706,72.857935,80,14.349
orange2_0,33.558596,72.839536,81,16.084
orange2_0,33.558603,72.839103,82,16.124
orange2_0,33.558526,72.838795,83,16.154
orange2_0,33.558418,72.838628,84,16.174
orange2_0,33.558288,72.838452,85,16.196
orange2_0,33.557675,72.838284,86,16.266
orange2_0,33.556964,72.838113,87,16.346
orange2_0,33.55666,72.837998,88,16.382
orange2_0,33.556516,72.837921,89,16.399
orange2_0,33.556398,72.837909,90,16.412
orange2_0,33.556262,72.837864,91,16.428
orange2_0,33.556112,72.837692,92,16.451
orange2_0,33.555912,72.837393,93,16.487
orange2_1,33.555977,72.837289,1,0
orange2_1,33.556125,72.837502,2,0.026
orange2_1,33.556194,72.837565,3,0.035
orange2_1,33.556267,72.837566,4,0.043
orange2_1,33.558627,72.835644,5,0.361
orange2_1,33.558721,72.835611,6,0.371
orange2_1,33.558912,72.835671,7,0.393
orange2_1,33.559112,72.835788,8,0.418
orange2_1,33.55922,72.835955,9,0.438
orange2_1,33.559276,72.836297,10,0.47
orange2_1,33.559267,72.837088,11,0.543
orange2_1,33.55911,72.838373,12,0.664
orange2_1,33.555606,72.860678,13,2.767
orange2_1,33.555313,72.86244,14,2.933
orange2_1,33.555009,72.864017,15,3.083
orange2_1,33.554906,72.864797,16,3.157
orange2_1,33.554943,72.865331,17,3.206
orange2_1,33.555046,72.865933,18,3.263
orange2_1,33.55521,72.866549,19,3.323
orange2_1,33.55555,72.86757,20,3.425
orange2_1,33.555834,72.868172,21,3.489
orange2_1,33.55638,72.869014,22,3.588
orange2_1,33.556793,72.869503,23,3.653
orange2_1,33.557205,72.869918,24,3.712
orange2_1,33.557998,72.870514,25,3.816
orange2_1,33.558554,72.870803,26,3.884
orange2_1,33.559425,72.871109,27,3.985
orange2_1,33.559976,72.871191,28,4.046
orange2_1,33.560647,72.871175,29,4.121
orange2_1,33.561813,72.870866,30,4.254
orange2_1,33.562265,72.870657,31,4.308
orange2_1,33.562903,72.870226,32,4.389
orange2_1,33.566758,72.86712,33,4.905
orange2_1,33.569253,72.865272,34,5.231
orange2_1,33.571268,72.863773,35,5.495
orange2_1,33.578333,72.8584,36,6.425
orange2_1,33.578703,72.858125,37,6.473
orange2_1,33.579078,72.857916,38,6.519
orange2_1,33.579549,72.85772,39,6.575
orange2_1,33.579823,72.85765,40,6.606
orange2_1,33.580194,72.857596,41,6.648
orange2_1,33.580607,72.857539,42,6.694
orange2_1,33.581188,72.857578,43,6.758
orange2_1,33.581939,72.857789,44,6.844
orange2_1,33.582674,72.858175,45,6.933
orange2_1,33.583116,72.85853,46,6.993
orange2_1,33.583646,72.859112,47,7.072
orange2_1,33.586638,72.863811,48,7.62
orange2_1,33.588836,72.867847,49,8.067
orange2_1,33.589081,72.868226,50,8.111
orange2_1,33.589404,72.868572,51,8.16
orange2_1,33.590053,72.868877,52,8.237
orange2_1,33.590376,72.869176,53,8.282
orange2_1,33.591014,72.870289,54,8.408
orange2_1,33.591118,72.870772,55,8.454
orange2_1,33.591045,72.87123,56,8.497
orange2_1,33.591009,72.871719,57,8.542
orange2_1,33.591163,72.87243,58,8.61
orange2_1,33.592211,72.874805,59,8.859
orange2_1,33.593217,72.876446,60,9.048
orange2_1,33.593722,72.877014,61,9.125
orange2_1,33.594799,72.877851,62,9.268
orange2_1,33.597172,72.87913,63,9.557
orange2_1,33.598527,72.880191,64,9.737
orange2_1,33.600329,72.882449,65,10.026
orange2_1,33.601528,72.884869,66,10.287
orange2_1,33.602735,72.887791,67,10.589
orange2_1,33.603814,72.890281,68,10.849
orange2_1,33.605184,72.892653,69,11.117
orange2_1,33.611318,72.90244,70,12.251
orange2_1,33.61326,72.905944,71,12.641
orange2_1,33.614504,72.908578,72,12.921
orange2_1,33.615574,72.911421,73,13.21
orange2_1,33.617342,72.916826,74,13.748
orange2_1,33.618362,72.919343,75,14.007
orange2_1,33.620265,72.922925,76,14.4
orange2_1,33.621894,72.925358,77,14.689
orange2_1,33.624964,72.929154,78,15.179
orange2_1,33.628139,72.933907,79,15.744
orange2_1,33.630435,72.936953,80,16.124
orange2_1,33.63196,72.938956,81,16.375
orange2_1,33.632413,72.940298,82,16.509
orange2_1,33.632583,72.94135,83,16.609
orange2_1,33.632615,72.942528,84,16.718
orange2_1,33.632301,72.944082,85,16.866
orange2_1,33.632086,72.944722,86,16.93
orange_0,33.675493,73.054466,1,0
orange_0,33.675623,73.054368,2,0.017
orange_0,33.676115,73.053963,3,0.084
orange_0,33.676974,73.053311,4,0.196
orange_0,33.680394,73.050764,5,0.644
orange_0,33.682462,73.049135,6,0.919
orange_0,33.683136,73.048585,7,1.009
orange_0,33.683144,73.048411,8,1.026
orange_0,33.683044,73.048324,9,1.039
orange_0,33.682737,73.048158,10,1.077
orange_0,33.682143,73.047712,11,1.155
orange_0,33.682013,73.047477,12,1.181
orange_0,33.681506,73.046499,13,1.287
orange_0,33.678611,73.041189,14,1.875
orange_0,33.678347,73.040516,15,1.944
orange_0,33.678268,73.040193,16,1.975
orange_0,33.678225,73.039426,17,2.046
orange_0,33.678362,73.03723,18,2.25
orange_0,33.678241,73.036672,19,2.303
orange_0,33.67795,73.036045,20,2.369
orange_0,33.677171,73.034628,21,2.527
orange_0,33.676535,73.033377,22,2.662
orange_0,33.675319,73.030928,23,2.926
orange_0,33.673431,73.027352,24,3.318
orange_0,33.672659,73.026075,25,3.464
orange_0,33.671818,73.02448,26,3.639
orange_0,33.671509,73.024001,27,3.695
orange_0,33.670548,73.021977,28,3.911
orange_0,33.668382,73.017723,29,4.372
orange_0,33.667854,73.016808,30,4.475
orange_0,33.66738,73.015961,31,4.57
orange_0,33.666711,73.014647,32,4.712
orange_0,33.666352,73.013893,33,4.792
orange_0,33.664039,73.009466,34,5.276
orange_0,33.663603,73.008723,35,5.36
orange_0,33.663057,73.007725,36,5.471
orange_0,33.66267,73.006922,37,5.557
orange_0,33.662361,73.006244,38,5.628
orange_0,33.661292,73.004207,39,5.851
orange_0,33.65886,72.999577,40,6.358
orange_0,33.656076,72.994313,41,6.935
orange_0,33.65507,72.992452,42,7.14
orange_0,33.654745,72.991777,43,7.213
orange_0,33.651254,72.985021,44,7.949
orange_0,33.650585,72.983823,45,8.082
orange_0,33.650043,72.982885,46,8.188
orange_0,33.649293,72.98138,47,8.35
orange_0,33.648965,72.980479,48,8.441
orange_0,33.648755,72.979562,49,8.529
orange_0,33.648512,72.978955,50,8.592
orange_0,33.648101,72.978146,51,8.679
orange_0,33.642222,72.966994,52,9.901
orange_0,33.642084,72.966596,53,9.941
orange_0,33.641854,72.965448,54,10.051
orange_0,33.641745,72.964525,55,10.137
orange_0,33.641598,72.963871,56,10.2
orange_0,33.641156,72.962867,57,10.305
orange_0,33.640337,72.961367,58,10.471
orange_0,33.639585,72.959869,59,10.633
orange_0,33.638706,72.958257,60,10.811
orange_0,33.637329,72.955781,61,11.087
orange_0,33.635959,72.953253,62,11.366
orange_0,33.635252,72.951914,63,11.513
orange_0,33.634756,72.951153,64,11.602
orange_0,33.633915,72.950063,65,11.74
orange_0,33.632141,72.947854,66,12.024
orange_0,33.631924,72.947477,67,12.066
orange_0,33.631761,72.947021,68,12.112
orange_0,33.631649,72.946439,69,12.168
orange_0,33.631648,72.945998,70,12.208
orange_0,33.631771,72.945345,71,12.27
orange_0,33.632079,72.944289,72,12.374
orange_1,33.632285,72.944121,1,0
orange_1,33.631834,72.945565,2,0.143
orange_1,33.631758,72.946,3,0.184
orange_1,33.631764,72.946655,4,0.245
orange_1,33.631818,72.946993,5,0.276
orange_1,33.631964,72.947427,6,0.32
orange_1,33.63218,72.947821,7,0.363
orange_1,33.632856,72.948647,8,0.471
orange_1,33.634108,72.950228,9,0.673
orange_1,33.634888,72.951245,10,0.801
orange_1,33.635522,72.952256,11,0.918
orange_1,33.636893,72.954709,12,1.191
orange_1,33.638079,72.956944,13,1.437
orange_1,33.639431,72.959486,14,1.716
orange_1,33.640343,72.961091,15,1.896
orange_1,33.641463,72.963204,16,2.128
orange_1,33.641769,72.96427,17,2.232
orange_1,33.641906,72.965454,18,2.343
orange_1,33.641983,72.965999,19,2.394
orange_1,33.642142,72.966531,20,2.446
orange_1,33.642799,72.967878,21,2.591
orange_1,33.645229,72.972616,22,3.106
orange_1,33.648508,72.978861,23,3.789
orange_1,33.648735,72.97939,24,3.845
orange_1,33.648828,72.979648,25,3.871
orange_1,33.649063,72.98061,26,3.963
orange_1,33.64926,72.981059,27,4.01
orange_1,33.650202,72.982825,28,4.204
orange_1,33.65465,72.991462,29,5.145
orange_1,33.654949,72.991948,30,5.2
orange_1,33.655418,72.992798,31,5.295
orange_1,33.656049,72.993964,32,5.424
orange_1,33.656215,72.994355,33,5.464
orange_1,33.656907,72.995742,34,5.614
orange_1,33.662367,73.006169,35,6.754
orange_1,33.662644,73.006649,36,6.808
orange_1,33.6633,73.007829,37,6.939
orange_1,33.663732,73.008704,38,7.034
orange_1,33.664187,73.009613,39,7.132
orange_1,33.666574,73.014222,40,7.634
orange_1,33.666765,73.014517,41,7.669
orange_1,33.667308,73.015477,42,7.776
orange_1,33.667923,73.016628,43,7.903
orange_1,33.668258,73.017368,44,7.981
orange_1,33.670666,73.021946,45,8.482
orange_1,33.671205,73.023001,46,8.596
orange_1,33.671698,73.024052,47,8.708
orange_1,33.671929,73.024634,48,8.768
orange_1,33.676154,73.03246,49,9.631
orange_1,33.676528,73.033126,50,9.705
orange_1,33.677562,73.035106,51,9.922
orange_1,33.677947,73.035936,52,10.01
orange_1,33.678296,73.036648,53,10.086
orange_1,33.67839,73.037095,54,10.129
orange_1,33.678408,73.037484,55,10.165
orange_1,33.678284,73.039416,56,10.344
orange_1,33.6783,73.040102,57,10.408
orange_1,33.678384,73.040482,58,10.444
orange_1,33.678599,73.041056,59,10.502
orange_1,33.67942,73.042558,60,10.668
orange_1,33.680052,73.043802,61,10.803
orange_1,33.680372,73.044316,62,10.863
orange_1,33.682106,73.047555,63,11.219
orange_1,33.682202,73.047706,64,11.237
orange_1,33.682757,73.048111,65,11.309
orange_1,33.683151,73.048302,66,11.356
orange_1,33.683296,73.048427,67,11.376
orange_1,33.6833,73.04856,68,11.388
orange_1,33.683155,73.048686,69,11.408
orange_1,33.676795,73.053523,70,12.245
orange_1,33.676445,73.053791,71,12.291
orange_1,33.676137,73.054104,72,12.336
orange_1,33.675818,73.054378,73,12.38
orange_1,33.675516,73.054585,74,12.418
red_0,33.593331,73.055818,1,0
red_0,33.593968,73.05654,2,0.098
red_0,33.595595,73.058354,3,0.345
red_0,33.599112,73.062379,4,0.885
red_0,33.600004,73.063397,5,1.022
red_0,33.601146,73.064611,6,1.191
red_0,33.601673,73.065116,7,1.266
red_0,33.602319,73.06562,8,1.352
red_0,33.602598,73.065766,9,1.386
red_0,33.603208,73.065924,10,1.455
red_0,33.604288,73.066047,11,1.576
red_0,33.605061,73.066015,12,1.662
red_0,33.605571,73.065987,13,1.719
red_0,33.606333,73.0659,14,1.804
red_0,33.60763,73.065677,15,1.95
red_0,33.609504,73.065487,16,2.159
red_0,33.612586,73.065153,17,2.503
red_0,33.613721,73.065153,18,2.629
red_0,33.61444,73.065199,19,2.709
red_0,33.615873,73.065367,20,2.869
red_0,33.61972,73.066002,21,3.301
red_0,33.620104,73.066117,22,3.345
red_0,33.621167,73.066394,23,3.466
red_0,33.621806,73.066642,24,3.541
red_0,33.624091,73.068063,25,3.827
red_0,33.626075,73.069324,26,4.076
red_0,33.627851,73.070485,27,4.301
red_0,33.628623,73.071164,28,4.407
red_0,33.629226,73.071626,29,4.487
red_0,33.630788,73.072584,30,4.682
red_0,33.63188,73.073209,31,4.817
red_0,33.632392,73.073456,32,4.878
red_0,33.635229,73.074639,33,5.212
red_0,33.635744,73.074859,34,5.273
red_0,33.636834,73.075298,35,5.4
red_0,33.637302,73.075445,36,5.454
red_0,33.638917,73.076078,37,5.643
red_0,33.642492,73.077525,38,6.063
red_0,33.642889,73.077731,39,6.111
red_0,33.643866,73.078121,40,6.225
red_0,33.644286,73.078246,41,6.273
red_0,33.644904,73.078357,42,6.343
red_0,33.645555,73.0785,43,6.416
red_0,33.647242,73.079155,44,6.614
red_0,33.650036,73.080295,45,6.942
red_0,33.650952,73.080671,46,7.049
red_0,33.651499,73.080835,47,7.112
red_0,33.653624,73.081686,48,7.361
red_0,33.659823,73.084167,49,8.088
red_0,33.660335,73.084273,50,8.145
red_0,33.660624,73.084247,51,8.178
red_0,33.660955,73.084018,52,8.22
red_0,33.661153,73.083712,53,8.256
red_0,33.661306,73.083289,54,8.299
red_0,33.661476,73.082272,55,8.395
red_0,33.661466,73.081636,56,8.453
red_0,33.6614,73.081425,57,8.474
red_0,33.661209,73.080981,58,8.521
red_0,33.658256,73.075455,59,9.128
red_0,33.656704,73.072367,60,9.462
red_0,33.655877,73.07081,61,9.633
red_0,33.655792,73.070257,62,9.685
red_0,33.655822,73.069957,63,9.713
red_0,33.655947,73.069524,64,9.756
red_0,33.656091,73.069225,65,9.788
red_0,33.656348,73.068927,66,9.827
red_0,33.657126,73.068348,67,9.929
red_0,33.66033,73.066039,68,10.345
red_0,33.661185,73.065354,69,10.459
red_0,33.661345,73.065162,70,10.484
red_0,33.664937,73.062451,71,10.956
red_0,33.667965,73.060178,72,11.353
red_0,33.66828,73.060006,73,11.391
red_0,33.669516,73.059091,74,11.553
red_0,33.669654,73.058962,75,11.572
red_0,33.67017,73.058512,76,11.643
red_0,33.673946,73.055689,77,12.137
red_0,33.67482,73.055084,78,12.25
red_0,33.675936,73.054265,79,12.395
red_0,33.676123,73.054109,80,12.42
red_0,33.676507,73.053734,81,12.475
red_0,33.677249,73.053152,82,12.574
red_0,33.681753,73.049753,83,13.165
red_0,33.684035,73.048072,84,13.463
red_0,33.68503,73.047345,85,13.592
red_0,33.686354,73.046261,86,13.77
red_0,33.68657,73.046009,87,13.804
red_0,33.687247,73.045151,88,13.913
red_0,33.687475,73.044845,89,13.951
red_0,33.687693,73.044639,90,13.982
red_0,33.688363,73.044143,91,14.07
red_0,33.690087,73.042918,92,14.292
red_0,33.690857,73.042265,93,14.397
red_0,33.695196,73.039053,94,14.964
red_0,33.696372,73.038172,95,15.118
red_0,33.69781,73.037056,96,15.308
red_0,33.699132,73.036544,97,15.463
red_0,33.699563,73.036598,98,15.511
red_0,33.699881,73.036976,99,15.561
red_0,33.700252,73.037639,100,15.634
red_0,33.700782,73.038643,101,15.744
red_0,33.702119,73.04126,102,16.029
red_0,33.703375,73.043593,103,16.286
red_0,33.704967,73.046677,104,16.621
red_0,33.706017,73.048705,105,16.842
red_0,33.70696,73.05047,106,17.036
red_0,33.710803,73.057832,107,17.84
red_0,33.711405,73.058997,108,17.967
red_0,33.712359,73.060803,109,18.165
red_0,33.715468,73.066734,110,18.813
red_0,33.718198,73.071969,111,19.385
red_0,33.721419,73.078118,112,20.057
red_0,33.72379,73.082636,113,20.551
red_0,33.72456,73.084141,114,20.715
red_0,33.72645,73.087673,115,21.103
red_0,33.727198,73.088548,116,21.219
red_0,33.727618,73.088943,117,21.278
red_0,33.727885,73.089262,118,21.32
red_0,33.728094,73.089633,119,21.362
red_0,33.729282,73.091896,120,21.609
red_0,33.729641,73.092307,121,21.664
red_0,33.729891,73.092476,122,21.696
red_0,33.73023,73.092581,123,21.735
red_0,33.731862,73.093065,124,21.922
red_0,33.732352,73.093201,125,21.978
red_0,33.732903,73.093278,126,22.04
red_0,33.733164,73.093264,127,22.069
red_0,33.733427,73.09322,128,22.098
red_0,33.733796,73.093103,129,22.141
red_0,33.734165,73.092924,130,22.185
red_0,33.735114,73.092397,131,22.301
red_1,33.735321,73.092161,1,0
red_1,33.735126,73.092264,2,0.024
red_1,33.734074,73.092815,3,0.151
red_1,33.73373,73.093028,4,0.194
red_1,33.733483,73.09315,5,0.224
red_1,33.733218,73.093209,6,0.254
red_1,33.732831,73.09322,7,0.297
red_1,33.732329,73.093142,8,0.353
red_1,33.731842,73.093008,9,0.409
red_1,33.730086,73.092494,10,0.61
red_1,33.729712,73.092309,11,0.655
red_1,33.729469,73.092065,12,0.69
red_1,33.729291,73.091825,13,0.72
red_1,33.728141,73.089589,14,0.963
red_1,33.727789,73.089043,15,1.027
red_1,33.72721,73.088502,16,1.108
red_1,33.7265,73.087654,17,1.219
red_1,33.725851,73.086407,18,1.355
red_1,33.724531,73.08383,19,1.635
red_1,33.718616,73.072522,20,2.871
red_1,33.717349,73.070135,21,3.133
red_1,33.71214,73.060171,22,4.221
red_1,33.711186,73.058345,23,4.421
red_1,33.710391,73.056966,24,4.576
red_1,33.707068,73.050565,25,5.274
red_1,33.706504,73.049414,26,5.397
red_1,33.705513,73.047519,27,5.604
red_1,33.702387,73.041536,28,6.258
red_1,33.701056,73.039016,29,6.534
red_1,33.699958,73.036987,30,6.758
red_1,33.699671,73.03659,31,6.807
red_1,33.699262,73.036485,32,6.853
red_1,33.699119,73.036509,33,6.869
red_1,33.698341,73.036776,34,6.959
red_1,33.697774,73.037031,35,7.027
red_1,33.696735,73.037791,36,7.162
red_1,33.696364,73.038045,37,7.209
red_1,33.695164,73.038959,38,7.367
red_1,33.694842,73.039245,39,7.412
red_1,33.690635,73.042377,40,7.962
red_1,33.68951,73.043168,41,8.107
red_1,33.689079,73.043525,42,8.165
red_1,33.687567,73.044681,43,8.364
red_1,33.687379,73.044879,44,8.392
red_1,33.687131,73.0452,45,8.433
red_1,33.686364,73.046176,46,8.557
red_1,33.685913,73.046561,47,8.618
red_1,33.684083,73.047879,48,8.856
red_1,33.68313,73.048643,49,8.983
red_1,33.676296,73.053819,50,9.881
red_1,33.674588,73.055139,51,10.107
red_1,33.668779,73.059482,52,10.868
red_1,33.667823,73.060231,53,10.995
red_1,33.659894,73.066179,54,12.034
red_1,33.657452,73.068018,55,12.355
red_1,33.656353,73.068864,56,12.5
red_1,33.656038,73.069229,57,12.548
red_1,33.655883,73.069591,58,12.586
red_1,33.655771,73.070054,59,12.631
red_1,33.655768,73.070421,60,12.665
red_1,33.655802,73.07069,61,12.69
red_1,33.655866,73.070987,62,12.718
red_1,33.656084,73.071458,63,12.768
red_1,33.657145,73.073424,64,12.985
red_1,33.661061,73.080786,65,13.794
red_1,33.661274,73.081244,66,13.842
red_1,33.661376,73.081679,67,13.884
red_1,33.661375,73.082145,68,13.927
red_1,33.661116,73.083485,69,14.055
red_1,33.660934,73.083833,70,14.093
red_1,33.660505,73.084196,71,14.151
red_1,33.660178,73.084209,72,14.187
red_1,33.659934,73.084144,73,14.215
red_1,33.651755,73.080906,74,15.173
red_1,33.651335,73.080694,75,15.223
red_1,33.650084,73.080197,76,15.37
red_1,33.64973,73.08008,77,15.411
red_1,33.645559,73.078441,78,15.899
red_1,33.645246,73.078372,79,15.934
red_1,33.644608,73.078267,80,16.006
red_1,33.644284,73.078145,81,16.043
red_1,33.643298,73.077755,82,16.159
red_1,33.642585,73.077506,83,16.241
red_1,33.637294,73.075391,84,16.861
red_1,33.637038,73.07526,85,16.892
red_1,33.636552,73.075034,86,16.95
red_1,33.635571,73.074692,87,17.064
red_1,33.635296,73.074595,88,17.096
red_1,33.632331,73.07338,89,17.444
red_1,33.630953,73.072618,90,17.613
red_1,33.630462,73.07225,91,17.677
red_1,33.629106,73.071401,92,17.847
red_1,33.628806,73.071228,93,17.884
red_1,33.62843,73.070955,94,17.933
red_1,33.627952,73.070516,95,18
red_1,33.627631,73.070245,96,18.044
red_1,33.621636,73.066514,97,18.794
red_1,33.62131,73.066299,98,18.836
red_1,33.620848,73.066134,99,18.889
red_1,33.620094,73.065978,100,18.974
red_1,33.619734,73.065959,101,19.014
red_1,33.615564,73.065283,102,19.482
red_1,33.614575,73.065111,103,19.593
red_1,33.612982,73.065047,104,19.771
red_1,33.611734,73.065165,105,19.91
red_1,33.606791,73.065737,106,20.462
red_1,33.606485,73.065745,107,20.496
red_1,33.605539,73.065849,108,20.602
red_1,33.604952,73.065947,109,20.668
red_1,33.604398,73.065997,110,20.729
red_1,33.603368,73.065893,111,20.844
red_1,33.602816,73.065785,112,20.907
red_1,33.602559,73.06569,113,20.936
red_1,33.602293,73.065546,114,20.969
red_1,33.601616,73.065003,115,21.059
red_1,33.601084,73.064485,116,21.136
red_1,33.600462,73.063786,117,21.23
red_1,33.600181,73.063425,118,21.276
red_1,33.599043,73.062113,119,21.452
red_1,33.598734,73.061818,120,21.495
red_1,33.595958,73.058682,121,21.919
red_1,33.594731,73.057297,122,22.107
red_1,33.594479,73.056949,123,22.149
red_1,33.593449,73.055794,124,22.306
