stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
itp_up,,ITP Centre,,33.67178766,73.09291283,,,,,,
karachi_company_down,,Karachi Company,,33.68864969,73.03483972,,,,,,
karachi_company_up,,Karachi Company,,33.68868004,73.03464442,,,,,,
katcher_down,,F-8 Katchery,,33.70889105,73.03960237,,,,,,
katcher_up,,Katchery,,33.70880773,73.03934848,,,,,,
koral_chowk_down,,Koral Chowk,,33.60258345,73.13305374,,,,,,
koral_chowk_up,,Koral Chowk,,33.60334465,73.13318643,,,,,,
kashmir_chowk_down,,Kashmir Chowk,,33.70824775,73.10531883,,,,,,
kashmir_chowk_up,,Kashmir Chowk,,33.70750168,73.10631134,,,,,,
katarian_down,,Katarian Chungi,,33.64891418,73.05808503,,,,,,
katarian_pull_down,,Katarian Pull,,33.64585435,73.05182023,,,,,,
katarian_pull_up,,Katarian Pull,,33.64587208,73.05242611,,,,,,
katarian_up,,Katarian Chungi,,33.64880977,73.05845293,,,,,,
khanna_pull_down,,Khanna Pull,,33.6268875,73.11586057,,,,,,
khanna_pull_up,,Khanna Pull,,33.62590233,73.11562803,,,,,,
khanna_pull_fr9_up,,Khanna Pull,,33.62736123,73.11655396,,,,,,
kohinoor_colony_down,,Kohinoor Mill Colony,,33.61865696,72.98178816,,,,,,
kohinoor_colony_up,,Kohinoor Mill Colony,,33.61656011,72.98681752,,,,,,
kohinoor_down,,Kohinoor Mill,,33.62239053,72.97601888,,,,,,
kohinoor_up,,Kohinoor Mill,,33.61902542,72.98085921,,,,,,
kuri_road_down,,Kuri Road,,33.64254121,73.10387865,,,,,,
kuri_road_up,,Kuri Road,,33.64216227,73.10353281,,,,,,
lodges_down,,Lodges Park,,33.71605097,73.09834316,,,,,,
lodges_up,,Lodges Park,,33.71604884,73.09846991,,,,,,
lake_down,,Lake View Point,,33.72297146,73.1354376,,,,,,
lake_up,,Lake View Point,,33.72297649,73.13603676,,,,,,
major_down,,Major Road,,33.68609191,72.99394221,,,,,,
major_up,,Major Road F-11,,33.68442868,72.99176385,,,,,,
margalla_ground_down,,Margalla Ground G-9,,33.68491765,73.03392013,,,,,,
margalla_ground_up,,Margalla Ground G-9,,33.68478325,73.03459012,,,,,,
maroof_down,,Maroof International Hospital,,33.69768448,73.01228789,,,,,,
maroof_up,,Maroof International Hospital,,33.69787147,73.01242546,,,,,,
mci_down,,Metropolitan Corporation,,33.71615995,73.08747806,,,,,,
mci_up,,Metropolitan Corporation,,33.71594497,73.08734953,,,,,,
mehrabadi_down,,Mehrabad,,33.66654822,72.9897919,,,,,,
mehrabadi_up,,Mehrabad,,33.66632818,72.98982022,,,,,,
melody_down,,Melody Market,,33.71467638,73.08448705,,,,,,
melody_up,,Melody Market,,33.71472406,73.08495023,,,,,,
mofa_down,,Ministry of Foreign Affairs,,33.71855911,73.10398822,,,,,,
mofa_up,,Ministry of Foreign Affairs,,33.71835195,73.10373115,,,,,,
muslim_colony_down,,Muslim Colony,,33.73820534,73.1083125,,,,,,
muslim_colony_up,,Muslim Colony,,33.7382182,73.10821799,,,,,,
malpur_down,,Malpur,,33.72972163,73.14464946,,,,,,
malpur_up,,Malpur,,33.72889005,73.14398094,,,,,,
mandi_morh_down,,Mandi Morh,,33.63567323,73.03263479,,,,,,
mandi_morh_fr1_down,,Mandi Morh,,33.637028,73.03458668,,,,,,
mandi_morh_fr1_up,,Mandi Morh,,33.6369233,73.03459575,,,,,,
mandi_morh_up,,Mandi Morh,,33.63457732,73.03159519,,,,,,
margalla_town_down,,Margalla Town,,33.68110966,73.10155233,,,,,,
margalla_town_up,,Margalla Town,,33.68145652,73.10160518,,,,,,
motorway_chowk_down,,Motorway Chowk,,33.62875879,72.94320168,,,,,,
motorway_chowk_up,,Motorway Chowk,,33.62889407,72.94371,,,,,,
top_city_down,,Top City,,33.5864580783803,72.8603859697169,,,,,,
top_city_up,,Top City,,33.5847278870677,72.8614642618682,,,,,,
nadra_down,,NADRA Chowk,,33.72028927,73.09473076,,,,,,
nadra_up,,NADRA Chowk,,33.72023533,73.09529683,,,,,,
nat_library_down,,National Library,,33.72441324,73.10272605,,,,,,
nat_library_up,,National Library,,33.72460724,73.10270599,,,,,,
naval_down,,Naval Complex,,33.71866813,73.03744274,,,,,,
naval_up,,Naval Complex,,33.71886635,73.03744306,,,,,,
noori_down,,Muhallah Noori Bagh,,33.74430838,73.11309449,,,,,,
noori_up,,Muhallah Noori Bagh,,33.74442188,73.11308783,,,,,,
nori_hosp_down,,NORI Hospital,,33.69834094,73.05317194,,,,,,
nori_hosp_up,,NORI Hospital,,33.69842279,73.05373324,,,,,,
nust_station_fr_down,,NUST Metro Station,,33.65684931,72.99287088,,,,,,
nust_station_fr_up,,NUST Metro Station,,33.65694008,72.99270699,,,,,,
n5_station_fr11_up,,N-5 Metro Station,,33.63097583,72.94546197,,,,,,
n5_station_fr_down,,N-5 Metro Station,,33.63198126,72.94560188,,,,,,
n5_station_fr13_up,,N-5 Metro Station,,33.63150295,72.94513923,,,,,,
narc_colony_down,,NARC Colony,,33.68723484,73.13137648,,,,,,
narc_colony_up,,NARC Colony,,33.68752881,73.1309279,,,,,,
nih_allergy_down,,NIH Allergy Center,,33.68507493,73.13477204,,,,,,
nih_allergy_up,,NIH Allergy Center,,33.68511973,73.13510897,,,,,,
opf_down,,OPF,,33.68638251,72.98436027,,,,,,
opf_up,,OPF,,33.68658982,72.98392493,,,,,,
paf_hos_down,,PAF Hospital,,33.70772927,73.01622087,,,,,,
paf_hos_up,,PAF Hospital,,33.70779317,73.01683258,,,,,,
pak_dci_down,,Pakistan Gate DCI,,33.70283511,73.00840068,,,,,,
pak_dci_up,,Pakistan Gate DCI,,33.70378705,73.00923609,,,,,,
pha_flats_g10_down,,PHA Flats,,33.67564438,73.01240193,,,,,,
pha_flats_g10_up,,PHA Flats,,33.67549503,73.01255342,,,,,,
pims_hospital_fr_down,,PIMS Hospital,,33.70595731,73.05228287,,,,,,
pims_hospital_fr_up,,PIMS Hospital,,33.70614835,73.0521991,,,,,,
pims_station_fr_down,,PIMS Metro Station,,33.70576574,73.04771298,,,,,,
pims_station_fr_up,,PIMS Metro Station,,33.70565102,73.04834775,,,,,,
police_flats_g9_down,,Police Flats,,33.6844351,73.0249928,,,,,,
police_flats_g9_up,,Police Flats,,33.68428135,73.02514173,,,,,,
police_foundation_station_fr7_down,,Police Foundation Metro Station,,33.6631183224687,73.0043460214925,,,,,,
police_foundation_station_fr7_up,,Police Foundation Metro Station,,33.6629000829181,73.0044502731776,,,,,,
ptcl_f10_down,,PTCL F-11,,33.68430188,72.99141149,,,,,,
ptcl_f10_up,,PTCL F-11,,33.6843344,72.99170849,,,,,,
pully_down,,Pully Stop,,33.70675689,73.07032694,,,,,,
pully_up,,Pully Stop,,33.70693208,73.07046677,,,,,,


parade_ground_down,,I-8 / Parade Ground,,33.67324015,73.08031488,,,,,,
parade_ground_up,,I-8 / Parade Ground,,33.67346777,73.08071603,,,,,,
park_view_city_down,,Park View City,,33.67392272,73.14420726,,,,,,
park_view_city_up,,Park View City,,33.67413884,73.14436779,,,,,,
pims_hospital_gb_up,,PIMS Hospital,,33.70547077,73.05073505,,,,,,
pims_hospital_gb_down,,PIMS Hospital,,33.70524832,73.05045334,,,,,,
pims_hospital_fr_down,,PIMS Hospital,,33.70595731,73.05228287,,,,,,
pims_hospital_fr_up,,PIMS Hospital,,33.70614835,73.0521991,,,,,,
pims_station_fr_down,,PIMS Metro Station,,33.70576574,73.04771298,,,,,,
pims_station_fr_up,,PIMS Metro Station,,33.70565102,73.04834775,,,,,,
pindora_chungi_down,,Pindora Chungi,,33.65193979,73.06369298,,,,,,
pindora_chungi_up,,Pindora Chungi,,33.65172874,73.06399925,,,,,,
pir_wadhai_down,,Pir Wadhai Morh,,33.61571783,72.99455434,,,,,,
pir_wadhai_up,,Pir Wadhai Morh,,33.61544182,72.9947575,,,,,,
pully_stop_ijp_down,,Pully Stop,,33.63732757,73.0359586,,,,,,
pully_stop_ijp_up,,Pully Stop,,33.63699847,73.03595941,,,,,,
punjab_col_down,,Punjab College,,33.76023785,73.21745976,,,,,,
punjab_col_up,,Punjab College,,33.76042525,73.21700965,,,,,,
pwd_down,,PWD Housing society,,33.57575756,73.15317531,,,,,,
pwd_up,,PWD Housing society,,33.57639145,73.15337723,,,,,,
radio_down,,Radio Pakistan,,33.72274078,73.10086779,,,,,,
radio_up,,Radio Pakistan,,33.7226287,73.10045655,,,,,,
rescue_down,,Rescue 15,,33.69980096,73.05961959,,,,,,
rescue_up,,Rescue 15,,33.69983743,73.05981233,,,,,,

rawal_chowk_down,,Rawal Chowk,,33.69205444,73.11004651,,,,,,
rawal_chowk_up,,Rawal Chowk,,33.69259376,73.11041962,,,,,,
rawal_dam_colony_down,,Rawal Dam Colony,,33.68788707,73.12136783,,,,,,
rawal_dam_colony_up,,Rawal Dam Colony,,33.68818115,73.12138032,,,,,,
rawal_town_down,,Rawal Town,,33.68896517,73.1128152,,,,,,
rawal_town_up,,Rawal Town,,33.68926848,73.11281756,,,,,,
salai_down,,Salai Centre,,33.70256978,73.0664906,,,,,,
salai_up,,Salai Centre,,33.70273946,73.06640195,,,,,,
sec_police_down,,Secretariate Police Station,,33.72709415,73.10782915,,,,,,
sec_police_up,,Secretariate Police Station,,33.72753441,73.10828942,,,,,,
shaheen_down,,Shaheen Chowk,,33.71223293,73.02704116,,,,,,
shaheen_up,,Shaheen Chowk,,33.71221788,73.02662097,,,,,,
sitara_down,,Sitara Market,,33.70617282,73.06695692,,,,,,
sitara_up,,Sitara Market,,33.70606458,73.06679813,,,,,,
sukh_park_down,,Sukh Chayn Park,,33.71315881,73.09981203,,,,,,
sukh_park_up,,Sukh Chayn Park,,33.71360706,73.10029712,,,,,,

school_board_down,,School Board Stop,,33.68870244,73.11644036,,,,,,
school_board_up,,School Board Stop,,33.68900199,73.11626498,,,,,,
shahdara_down,,Shahdara,,33.73475034,73.15927659,,,,,,
shahdara_up,,Shahdara,,33.73454388,73.1593785,,,,,,
shakarparia_down,,H-8 / Shakarparia,,33.6839039,73.0723061,,,,,,
shakarparia_up,,H-8 / Shakarparia,,33.68409993,73.07273292,,,,,,
shehzad_town_down,,Shahzad Town,,33.67634257,73.14212692,,,,,,
shehzad_town_up,,Shahzad Town,,33.67656387,73.1423405,,,,,,
social_sec_hos_down,,Social Security Hospital,,33.62002172,73.00290554,,,,,,
social_sec_hos_up,,Social Security Hospital,,33.61980216,73.00318224,,,,,,
sohan_down,,Sohan,,33.65960239,73.09111381,,,,,,
sohan_up,,Sohan,,33.6596256,73.09052421,,,,,,
tanki_stop_down,,Tanki Stop,,33.67430953,73.00985673,,,,,,
tanki_stop_up,,Tanki Stop,,33.67417803,73.01001675,,,,,,
tipu_market_down,,Tipu Market,,33.7013921,73.04314492,,,,,,
tipu_market_up,,Tipu Market,,33.70111706,73.04339413,,,,,,

tamma_down,,Tamma Stop,,33.64832607,73.16188683,,,,,,
tamma_up,,Tamma Stop,,33.64843562,73.16214038,,,,,,
tramri_down,,Tramri Chowk,,33.64474598,73.16361614,,,,,,
tramri_up,,Tramri Chowk,,33.64478532,73.16386625,,,,,,

westridge_down,,Westridge,,33.62664448,73.01550216,,,,,,
westridge_up,,Westridge,,33.62635097,73.01570561,,,,,,
youth_hostel_down,,Youth Hostel,,33.71005416,73.091777,,,,,,
youth_hostel_up,,Youth Hostel,,33.70989634,73.09183731,,,,,,
zoo_up,,Murghzar Zoo,,33.7321543588857,73.0627420035013,,,,,,
zoo_down,,Murghzar Zoo,,33.7319983138638,73.0629182167957,,,,,,

zero_point_down,,Zero Point,,33.6970823929144,73.0696408607007,,,,,,
zero_point_up,,Zero Point,,33.6972363437703,73.0695450358038,,,,,,
zia_masjid_down,,Zia Masjid,,33.63725565,73.10784253,,,,,,
zia_masjid_up,,Zia Masjid,,33.63662993,73.10768148,,,,,,
fire_up,,Fire Brigade,,33.6995082922684,73.0737970730207,,,,,,
fire_down,,Fire Brigade,,33.699246968653,73.0737970730182,,,,,,
cda_stop_f8a_down,,CDA Stop,,33.7011539503013,73.0774430504887,,,,,,
cda_stop_f8a_up,,CDA Stop,,33.7013434166414,73.0773984926931,,,,,,
aabpara_f8a_down,,Aabpara,,33.7065011797445,73.0876189818213,,,,,,
aabpara_f8a_up,,Aabpara,,33.7067109222454,73.0875787486851,,,,,,
fo_f8a_down,,Foreign Office,,33.7128823630602,73.0998114305933,,,,,,
fo_f8a_up,,Foreign Office,,33.7130005536066,73.0996065635724,,,,,,
high_station_fr_down,,High Court Metro Station,,33.6682135117241,73.014163698673,,,,,,
high_station_fr_up,,High Court Metro Station,,33.6679773693981,73.0145571356885,,,,,,
saddar_station,,Saddar Metro Station,,33.5935197912064,73.0557668262774,,,1,,,
saddar_station_bus_bay,,Saddar Metro Station,,33.5935197912064,73.0557668262774,,,0,saddar_station,,
saddar_station_western_entrance,,Saddar Metro Station Western Entry/Exit,,33.593687765228,73.0558315700816,,,2,saddar_station,,
saddar_station_eastern_entrance,,Saddar Metro Station Eastern Entry/Exit,,33.5934755128911,73.0560910738059,,,2,saddar_station,,
marrir_station,,Marrir Metro Station,,33.599548167006,73.0626844053478,,,1,,,
marrir_station_bus_bay,,Marrir Metro Station,,33.599548167006,73.0626844053478,,,0,marrir_station,,
marrir_station_western_entrance,,Marrir Metro Station Western Entry/Exit,,33.5997523161931,73.0625085218591,,,2,marrir_station,,
marrir_station_eastern_entrance,,Marrir Metro Station Eastern Entry/Exit,,33.5994309785586,73.0630817793313,,,2,marrir_station,,
liaquat_station,,Liaquat Bagh Metro Station,,33.6060450551906,73.0657927158158,,,1,,,
liaquat_station_bus_bay,,Liaquat Bagh Metro Station,,33.6060450551906,73.0657927158158,,,0,liaquat_station,,
liaquat_station_western_entrance,,Liaquat Metro Station Western Entry/Exit,,33.6060560621618,73.0654406973685,,,2,liaquat_station,,
liaquat_station_eastern_entrance,,Liaquat Metro Station Eastern Entry/Exit,,33.606073095497,73.066058685314,,,2,liaquat_station,,
committee_station,,Committee Chowk Metro Station,,33.613404515657,73.0650227242802,,,1,,,
committee_station_bus_bay,,Committee Chowk Metro Station,,33.613404515657,73.0650227242802,,,0,committee_station,,
committee_station_western_entrance,,Committee Metro Station Western Entry/Exit,,33.6133916794416,73.0646862843163,,,2,committee_station,,
committee_station_eastern_entrance,,Committee Metro Station Eastern Entry/Exit,,33.6132472370924,73.0656196441478,,,2,committee_station,,
waris_station,,Waris Khan Metro Station,,33.6211570495569,73.0662408140511,,,1,,,
waris_station_bus_bay,,Waris Khan Metro Station,,33.6211570495569,73.0662408140511,,,0,waris_station,,
waris_station_western_entrance,,Waris Khan Metro Station Western Entry/Exit,,33.6213622664989,73.0661638431711,,,2,waris_station,,
waris_station_eastern_entrance,,Wasir Khan Metro Station Eastern Entry/Exit,,33.6213026317372,73.066527279512,,,2,waris_station,,
chandni_station,,Chandni Chowk Metro Station,,33.6301372735755,73.0719747198705,,,1,,,
chandni_station_bus_bay,,Chandni Chowk Metro Station,,33.6301372735755,73.0719747198705,,,0,chandni_station,,
chandni_station_western_entrance,,Chandi Chowk Metro Station Western Entry/Exit,,33.6292468054667,73.0708972820155,,,2,chandni_station,,
chandni_station_eastern_entrance,,Chowk Chowk Metro Station Eastern Entry/Exit,,33.6289849660579,73.0715211964762,,,2,chandni_station,,
rehmanabad_station,,Rehmanabad Metro Station,,33.6359264469999,73.0747813183307,,,1,,,
rehmanabad_station_bus_bay,,Rehmanabad Metro Station,,33.6359264469999,73.0747813183307,,,0,rehmanabad_station,,
rehmanabad_station_western_entrance,,Rehmanabad Metro Station Western Entry/Exit,,33.635932575369,73.0742756788983,,,2,rehmanabad_station,,
rehmanabad_station_eastern_entrance,,Rehmanabad Metro Station Eastern Entry/Exit,,33.6359585705971,73.0750022364103,,,2,rehmanabad_station,,
6th_station,,6th Road Metro Station,,33.6435108720301,73.077377321026,,,1,,,
6th_station_bus_bay,,6th Road Metro Station,,33.6435108720301,73.077377321026,,,0,6th_station,,
6th_station_western_entrance,,6th Road Metro Station Western Entry/Exit,,33.642789179767,73.0770011779161,,,2,6th_station,,
6th_station_eastern_entrance,,6th Road Metro Station Eastern Entry/Exit,,33.6431444418777,73.077875286722,,,2,6th_station,,
shamsabad_station,,Shamsabad Metro Station,,33.6503701063378,73.0802329721706,,,1,,,
shamsabad_station_bus_bay,,Shamsabad Metro Station,,33.6503701063378,73.0802329721706,,,0,shamsabad_station,,
shamsabad_station_western_entrance,,Shamsabad Metro Station Western Entry/Exit,,33.6501413943532,73.0798818408067,,,2,shamsabad_station,,
shamsabad_station_eastern_entrance,,Shamsbad Metro Station Eastern Entry/Exit,,33.6499470717226,73.0805284434109,,,2,shamsabad_station,,
faizabad_station,,Faizabad Metro Station,,33.6612664577087,73.082795864888,,,1,,,
faizabad_station_bus_bay,,Faizabad Metro Station,,33.6612664577087,73.082795864888,,,0,faizabad_station,,
faizabad_station_i8_entrance,,Faizabad Metro Station I-8 Entry/Exit,,33.6620208968938,73.0823277198949,,,2,faizabad_station,,
faizabad_station_southern_entrance,,Faizabad Metro Station Southern Entry/Exit,,33.6620191475876,73.0830633215855,,,2,faizabad_station,,
ijp_station,,IJP Metro Staton,,33.6559051745513,73.0720093785699,,,1,,,
ijp_station_bus_bay,,IJP Metro Station,,33.6559051745513,73.0720093785699,,,0,ijp_station,,
ijp_station_i8_entrance,,IJP Metro Station I-8 Entry/Exit,,33.6565053721619,73.0716546537196,,,2,ijp_station,,
saddar_station_southern_entrance,,IJP Metro Station Southern Entry/Exit,,33.6559333004653,73.0720406964844,,,2,ijp_station,,
potohar_station,,Potohar Metro Station,,33.6608758630794,73.065383538273,,,1,,,
potohar_station_bus_bay,,Potohar Metro Station,,33.6608758630794,73.065383538273,,,0,potohar_station,,
potohar_station_i9_entrance,,Potohar Metro Station I-9 Entry/Exit,,33.6604719927708,73.0645920598563,,,2,potohar_station,,
potohar_station_i8_entrance,,Potohar Metro Station I-8 Entry/Exit,,33.6611959313788,73.0662206960522,,,2,potohar_station,,
khayaban_station,,Khayaban-e-Johar Metro Station,,33.6691787397915,73.0591692531991,,,1,,,
khayaban_station_bus_bay,,Khayaban-e-Johar Metro Station,,33.6691787397915,73.0591692531991,,,0,khayaban_station,,
