stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
pwdBarrier,,PWD Barrier Stop,,33.5746971,73.1521639,,,0,,,1
dDBlock,,DD Block Stop,,33.5731671,73.1483428,,,0,,,1
londonBakers,,London Bakers Stop,,33.571263,73.1446824,,,0,,,1
baraPlaza,,Bara Plaza Stop,,33.5671604,73.1350895,,,0,,,1
doctorTown,,Doctor Town Stop,,33.5661085,73.1310747,,,0,,,1
mediaTown,,Media Town Stop,,33.5643031,73.1243715,,,0,,,1
gulzarEQuaid,,Gulzar e Quaid Stop,,33.601774,73.125334,,,0,,,1
mazenSchoolQuaidCampus,,MAZEN School Quaid Campus Stop,,33.6048494,73.1193127,,,0,,,1
shahKhalidColony,,Shah Khalid Colony Stop,,33.606337,73.116039,,,0,,,1
nastp,,NASTP Stop,,33.606356,73.101079,,,0,,,1
chaklalaStop,,Chaklala Stop,,33.6012161,73.0938353,,,0,,,1
umarBaigChowk,,Umar Baig Chowk Stop,,33.600606,73.088502,,,0,,,1
rahimabad,,Rahimabad Stop,,33.5990583,73.0799517,,,0,,,1
ammarChowk,,Ammar Chowk Stop,,33.592904,73.078725,,,0,,,1
jhandaChichi,,Jhanda Chichi Stop,,33.5889522,73.0761139,,,0,,,1
jinnahPark,,Jinnah Park Stop,,33.5863875,73.0723902,,,0,,,1
katcheryRwp,,Katchery Stop,,33.5843484,73.0661126,,,0,,,1
fatimaJinnahUniversity,,Fatima Jinnah University Stop,,33.5861402,73.0662098,,,0,,,1
punjabHouse,,Punjab House Stop,,33.590488,73.065716,,,0,,,1
marrirHassanStop,,Marrir Hassan Stop,,33.5968898,73.0646729,,,0,,,1
gawalmandi,,Gawalmandi Stop,,33.609033,73.060076,,,0,,,1
fawaraChowk,,Fawara Chowk Stop,,33.6127917,73.0551833,,,0,,,1
sarwarPark,,Sarwar Park Stop,,33.588922,73.058508,,,0,,,1
adialaPark,,Adiala Park Stop,,33.5860367,73.0631991,,,0,,,1
csd,,CSD Stop,,33.584904,73.055667,,,0,,,1
cmhGateNo2,,CMH Gate No 2 Stop,,33.5801993,73.0513694,,,0,,,1
dheriHasanabad1,,Dheri Hasanabad-1 Stop,,33.575445,73.05425,,,0,,,1
dheriHasanabad2,,Dheri Hasanabad-2 Stop,,33.574086,73.057143,,,0,,,1
mahfoozShaheedPark,,Mahfooz Shaheed Park Stop,,33.5745705,73.0615063,,,0,,,1
ziaUlHaqPark,,Zia Ul Haq Park Stop,,33.571079,73.064744,,,0,,,1
askariVii,,Askari VII Stop,,33.5606815,73.0635669,,,0,,,1
khawjaCorporation,,Khawja Corporation Stop,,33.558309,73.062091,,,0,,,1
dharmaSyedan,,Dharma Syedan Stop,,33.5537818,73.0580989,,,0,,,1
aliTown,,Ali Town Stop,,33.5513672,73.0563926,,,0,,,1
noorHospital,,Noor Hospital Stop,,33.547991,73.055204,,,0,,,1
